clean_id,pa_id,ps_name,mpa_party,w1_s1_treat,w1_s2_treat,s1_phone_answer,s1_answered_question,s2_phone_answer,s2_answered_question,age,income_scale,educ_years,pmln_kp_govt,knows_president,mpa_therm,mpa_party_therm,voted,mpa_therm_end,mpa_party_therm_end,voted_end,party_vote_end,accountability_prospects_index_std_end,incumbent_evaluations_index_std_end,participation_index_std_end
e1_hh17_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,25,3,16,2,1,7,8,1,7,10,1,6,0.03498296467437156,1.0914855477073009,0.8654701023398661
e4_hh22_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H1_control,NA,NA,NA,NA,NA,37,2,10,1,1,8,8,0,6,1,1,1,0.31410086940910387,-0.32879207385740716,-0.46253034818942657
e3_hh10_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,45,3,6,2,4,6,7,1,6,2,1,7,0.4940407691117894,-0.24741356391510302,0.8654701023398661
e1_hh5_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H1_control,NA,NA,NA,NA,NA,39,3,10,1,4,5,1,1,5,4,1,1,-0.25070539427225114,-0.36276535438375496,0.8654701023398661
e1_hh30_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3C_control,0,FALSE,NA,NA,60,2,0,1,2,8,1,1,6,2,1,7,1.315097588835794,-0.24741356391510302,0.8654701023398661
e2_hh16_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,35,2,0,1,3,10,10,0,7,4,1,2,0.5234785720157623,6.514514432531427e-4,-0.46253034818942657
e4_hh18_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,52,1,0,1,4,1,1,1,1,1,1,1,-0.19182978846430543,-1.1409336809851713,0.7342664926379137
e3_hh19_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H2_call,H2Q_question,0,NA,0,FALSE,40,2,5,3,4,7,5,1,7,1,1,5,-0.5963568221403307,-0.2434840783836592,-0.46253034818942657
e3_hh16_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H1_control,NA,NA,NA,NA,NA,37,3,10,1,4,5,6,1,5,1,1,7,0.03498296467437156,-0.6069008842106673,0.8654701023398661
e4_hh13_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H2_call,H2C_control,1,NA,NA,NA,45,1,9,1,4,1,1,0,1,1,1,4,0.6837578020210922,-1.1409336809851713,-0.46253034818942657
e3_hh8_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3G_generic,1,FALSE,1,TRUE,26,3,5,3,4,10,10,1,7,1,1,2,0.9825363764531803,-0.2434840783836592,-0.46253034818942657
e2_hh25_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H2_call,H2Q_question,1,NA,1,FALSE,50,3,5,1,4,10,10,1,7,10,1,6,1.6858419845612937,1.0914855477073009,0.8654701023398661
e3_hh1_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,65,3,0,4,2,6,1,1,6,1,1,1,-1.5090401328551026,-0.32879207385740716,-0.46253034818942657
e4_hh25_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H1_control,NA,NA,NA,NA,NA,29,2,0,1,1,7,1,1,7,1,1,1,-0.16239198556033255,-0.2434840783836592,-0.46253034818942657
e4_hh10_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,32,4,16,2,1,2,5,1,2,3,1,5,1.315097588835794,-0.700067850747303,-0.46253034818942657
e2_hh1_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H2_call,H2Q_question,1,NA,1,FALSE,24,2,12,2,1,10,10,1,7,2,1,1,-0.07842341189496692,-0.16210556844135507,-0.46253034818942657
e1_hh28_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,30,2,5,2,1,10,10,1,7,9,1,6,2.2332131977106306,1.0101070377649968,-0.46253034818942657
e2_hh15_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H2_call,H2C_control,1,NA,NA,NA,48,5,16,2,1,4,1,1,4,1,1,1,0.2966658188770853,-0.8850096945639274,-0.46253034818942657
e3_hh7_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3R_responsive,1,TRUE,1,TRUE,58,3,10,2,3,10,10,1,7,2,1,2,2.047840999847881,-0.16210556844135507,-0.46253034818942657
e3_hh29_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,66,4,2,3,4,8,8,1,6,5,1,2,1.7152797874652665,-0.0032780340881907203,0.8654701023398661
e4_hh7_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,TRUE,NA,NA,37,1,10,2,1,10,9,1,7,1,1,1,-1.0968551818536758,-0.2434840783836592,2.0622669431672063
e3_hh29_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,33,2,0,3,4,6,10,1,6,1,1,2,2.047840999847881,-0.32879207385740716,-0.46253034818942657
e1_hh8_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H1_control,NA,NA,NA,NA,NA,47,3,5,2,1,5,1,1,5,1,1,7,-1.8470336433977803,-0.6069008842106673,-0.46253034818942657
e1_hh29_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H1_control,NA,NA,NA,NA,NA,28,1,0,1,2,6,8,1,6,1,1,2,-0.2387026419002968,-0.32879207385740716,0.8654701023398661
e1_hh17_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3R_responsive,0,FALSE,1,FALSE,18,3,10,2,1,5,1,0,5,1,1,3,0.7971641785904306,-0.6069008842106673,-0.46253034818942657
e2_hh8_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H1_control,NA,NA,NA,NA,NA,48,2,12,1,1,9,7,1,8,6,1,1,0.2966658188770853,0.4415172816811215,0.7342664926379137
e1_hh17_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H2_call,H2Q_question,1,NA,1,FALSE,58,2,0,2,4,7,7,1,7,1,1,7,-2.4020627738725184,-0.2434840783836592,-0.46253034818942657
e4_hh3_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H1_control,NA,NA,NA,NA,NA,40,2,7,1,1,1,10,1,1,2,1,1,-0.4949531979429465,-1.0595551710428672,2.0622669431672063
e2_hh19_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H1_control,NA,NA,NA,NA,NA,33,2,9,2,4,6,6,1,6,1,1,1,1.315097588835794,-0.32879207385740716,-0.46253034818942657
e1_hh7_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3R_responsive,1,FALSE,1,TRUE,18,3,10,2,1,5,1,0,5,1,1,3,2.2332131977106306,-0.6069008842106673,-0.46253034818942657
e3_hh3_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H1_control,NA,NA,NA,NA,NA,30,2,0,2,3,6,6,1,6,4,1,1,-0.8526073781829805,-0.08465654403049483,-0.46253034818942657
e4_hh9_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,22,2,6,2,1,8,1,1,6,1,1,1,1.011974179357153,-0.32879207385740716,-0.46253034818942657
e1_hh6_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,36,3,10,2,1,10,8,1,7,1,1,5,1.315097588835794,-0.2434840783836592,-0.46253034818942657
e4_hh19_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3C_control,1,TRUE,NA,NA,37,3,0,1,1,10,5,1,7,4,1,2,-1.9975357401964933,6.514514432531427e-4,-0.46253034818942657
e1_hh12_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,54,NA,0,2,4,10,6,1,7,3,1,4,0.2792307683450669,-0.08072705849905097,-0.46253034818942657
e3_hh4_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H1_control,NA,NA,NA,NA,NA,32,3,9,3,4,1,1,0,1,1,1,1,1.172253409362483,-1.1409336809851713,0.8654701023398661
e3_hh17_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,40,2,0,1,4,10,10,1,NA,NA,NA,NA,NA,NA,NA
e3_hh30_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,24,3,10,1,4,8,7,1,6,4,1,1,3.2690800182013575,-0.08465654403049483,2.0622669431672063
e3_hh1_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,40,2,8,2,3,1,1,1,1,4,1,1,1.803593196177185,-0.896798151158259,0.7342664926379137
e4_hh9_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H1_control,NA,NA,NA,NA,NA,33,2,8,1,1,10,1,1,7,1,1,3,-0.633452542369705,-0.2434840783836592,-0.46253034818942657
e1_hh19_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H1_control,NA,NA,NA,NA,NA,18,3,6,2,4,3,3,1,3,1,1,7,0.9574434085957603,-0.7775168751581633,-0.46253034818942657
e4_hh8_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H2_call,H2C_control,1,NA,NA,NA,50,1,0,2,4,8,1,1,6,1,1,1,-0.0238926411335743,-0.32879207385740716,-0.46253034818942657
e3_hh14_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H2_call,H2Q_question,1,NA,1,FALSE,46,1,12,1,1,7,7,1,7,1,1,7,-0.04355331083092997,-0.2434840783836592,-0.46253034818942657
e4_hh4_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,38,3,8,2,1,8,5,1,6,4,1,1,-1.4719444126257282,-0.08465654403049483,2.0622669431672063
e4_hh8_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H1_control,NA,NA,NA,NA,NA,38,1,10,1,1,10,7,1,7,1,1,1,-0.5494839687043394,-0.2434840783836592,0.7342664926379137
e2_hh15_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,30,3,2,2,4,8,7,1,6,2,1,2,0.8691299998838419,-0.24741356391510302,-0.46253034818942657
e3_hh28_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H1_control,NA,NA,NA,NA,NA,40,3,10,1,1,1,1,1,1,1,1,7,0.3086685712490398,-1.1409336809851713,-0.46253034818942657
e4_hh12_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H2_call,H2Q_question,1,NA,1,FALSE,23,1,10,2,1,1,3,1,1,6,1,1,0.9671612571252566,-0.7340411312736509,-0.46253034818942657
e2_hh9_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3R_responsive,0,FALSE,1,FALSE,25,3,12,2,1,7,7,1,7,3,1,4,0.5529163749197352,-0.08072705849905097,-0.46253034818942657
e4_hh17_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H1_control,NA,NA,NA,NA,NA,40,2,0,1,1,10,1,1,7,1,1,1,-2.026973543100466,-0.2434840783836592,-0.46253034818942657
e4_hh27_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H2_call,H2Q_question,1,NA,1,FALSE,26,3,8,2,1,10,10,0,7,1,1,2,-0.0238926411335743,-0.2434840783836592,-0.46253034818942657
e1_hh5_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H1_control,NA,NA,NA,NA,NA,58,4,10,2,1,8,8,1,6,1,1,1,0.2125275883058614,-0.32879207385740716,-0.46253034818942657
e1_hh4_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,28,2,14,2,4,8,8,1,10,8,1,6,-0.9660137547523189,1.570254144002961,-0.46253034818942657
e1_hh5_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H2_call,H2Q_question,1,NA,1,FALSE,23,2,12,2,1,8,8,1,6,4,1,1,-2.2712213467711613,-0.08465654403049483,-0.46253034818942657
e1_hh12_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H1_control,NA,NA,NA,NA,NA,70,2,0,1,4,5,5,1,5,1,1,1,-0.8777003460404004,-0.6069008842106673,-0.46253034818942657
e4_hh9_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3G_generic,0,FALSE,1,FALSE,40,1,10,1,1,3,10,0,3,1,1,2,3.7575756255427484,-0.7775168751581633,0.7342664926379137
e2_hh9_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,35,3,14,2,1,8,8,1,6,5,1,2,0.8266019814944034,-0.0032780340881907203,0.8654701023398661
e1_hh1_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,27,2,12,2,1,8,8,0,6,2,1,1,-1.5679157386630482,-0.24741356391510302,-0.46253034818942657
e2_hh22_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H2_call,H2C_control,1,NA,NA,NA,56,3,12,1,1,10,10,1,7,3,1,1,1.041411982261126,-0.08072705849905097,-0.46253034818942657
e2_hh16_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,30,5,16,2,1,4,2,1,4,3,1,1,-0.2092648389963238,-0.7222526746793192,-0.46253034818942657
e2_hh30_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3G_generic,0,FALSE,1,FALSE,37,3,10,2,4,6,6,0,6,1,1,7,0.03498296467437156,-0.32879207385740716,-0.46253034818942657
e3_hh25_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H2_call,H2Q_question,0,NA,1,FALSE,28,2,3,2,4,10,1,1,7,1,1,1,0.8440370320264219,-0.2434840783836592,-0.46253034818942657
e1_hh6_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H2_call,H2Q_question,1,NA,1,FALSE,56,2,10,1,1,4,3,1,4,1,1,1,1.7447175903692396,-0.8850096945639274,-0.46253034818942657
e2_hh12_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,42,3,8,2,4,5,4,1,5,1,1,3,1.1973463772199027,-0.6069008842106673,-0.46253034818942657
e1_hh11_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,58,3,18,2,1,1,1,1,10,10,1,6,-0.48295044557099215,1.7330111638875692,-0.46253034818942657
e1_hh17_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,42,2,0,2,1,10,6,1,7,4,1,7,0.5234785720157623,6.514514432531427e-4,0.8654701023398661
e1_hh4_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,40,2,5,3,3,8,8,1,6,1,1,2,0.7731586738465218,-0.32879207385740716,-0.46253034818942657
e2_hh13_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,19,3,10,2,4,7,6,0,7,3,1,1,2.0064004445719537,-0.08072705849905097,0.8654701023398661
e2_hh11_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,23,2,8,2,4,10,6,1,7,5,1,1,-1.19825880605106,0.08202996138555725,-0.46253034818942657
e1_hh26_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,38,NA,12,2,4,1,1,0,1,1,1,7,0.1658243917757285,-1.1409336809851713,-0.46253034818942657
e2_hh15_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,18,2,12,2,1,10,10,0,7,4,1,2,1.226784180123876,6.514514432531427e-4,-0.46253034818942657
e1_hh11_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,55,1,0,2,1,6,6,1,10,10,1,6,-0.5123882484749651,1.7330111638875692,-0.46253034818942657
e3_hh27_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3R_responsive,1,TRUE,1,FALSE,32,2,8,2,1,8,8,0,6,1,1,2,2.047840999847881,-0.32879207385740716,-0.46253034818942657
e2_hh23_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H1_control,NA,NA,NA,NA,NA,35,3,5,2,4,10,9,1,7,4,1,7,1.2910920840918854,6.514514432531427e-4,-0.46253034818942657
e1_hh1_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H1_control,NA,NA,NA,NA,NA,42,2,12,2,1,6,4,1,6,1,1,7,1.7741553932732124,-0.32879207385740716,-0.46253034818942657
e4_hh28_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,65,2,16,1,1,1,1,0,10,8,1,6,1.6858419845612937,1.570254144002961,-0.46253034818942657
e1_hh6_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H1_control,NA,NA,NA,NA,NA,45,1,10,1,4,10,10,1,7,1,1,2,0.2792307683450669,-0.2434840783836592,-0.46253034818942657
e1_hh21_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3R_responsive,1,TRUE,1,FALSE,60,3,0,2,4,10,5,1,7,4,1,2,0.005545161770398612,6.514514432531427e-4,-0.46253034818942657
e3_hh6_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,45,2,0,1,4,10,10,1,7,1,1,2,0.9825363764531803,-0.2434840783836592,-0.46253034818942657
e2_hh8_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H1_control,NA,NA,NA,NA,NA,18,2,10,2,1,4,3,0,4,4,1,1,2.3640546248119874,-0.6408741647370151,-0.46253034818942657
e1_hh19_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3R_responsive,0,FALSE,1,FALSE,20,2,12,2,1,10,8,0,7,1,1,1,2.5363366071892712,-0.2434840783836592,-0.46253034818942657
e3_hh16_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,23,4,14,1,1,3,3,1,3,1,1,1,0.511475819643808,-0.7775168751581633,-0.46253034818942657
e4_hh12_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,36,2,0,2,4,4,8,1,4,10,1,6,-1.602785839727085,0.44995993152703256,0.8654701023398661
e1_hh6_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,34,NA,5,2,4,10,1,1,7,1,1,1,-2.0912814470684755,-0.2434840783836592,0.8654701023398661
e4_hh12_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H1_control,NA,NA,NA,NA,NA,22,3,12,1,1,9,1,0,8,4,1,1,0.5529163749197352,0.2787602617965133,-0.46253034818942657
e3_hh1_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,47,3,10,2,1,8,9,0,6,1,1,2,1.3281878043212598,-0.32879207385740716,-0.46253034818942657
e4_hh16_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3R_responsive,1,FALSE,1,FALSE,28,3,18,1,1,10,1,1,7,1,1,3,-0.8777003460404004,-0.2434840783836592,2.0622669431672063
e3_hh18_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,60,3,0,3,4,10,5,1,7,2,1,1,0.1658243917757285,-0.16210556844135507,-0.46253034818942657
e4_hh24_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H1_control,NA,NA,NA,NA,NA,22,1,16,2,1,9,9,0,8,2,1,2,2.2626510006146034,0.11600324191190506,0.8654701023398661
e4_hh3_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H2_call,H2C_control,1,NA,NA,NA,56,3,8,2,2,9,1,1,8,1,1,1,1.30309483646384,0.03462473196960093,0.8654701023398661
e3_hh21_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H2_call,H2Q_question,1,NA,1,FALSE,32,3,12,2,1,5,8,0,5,1,1,7,0.8985678027878148,-0.6069008842106673,-0.46253034818942657
e2_hh2_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H1_control,NA,NA,NA,NA,NA,47,3,10,2,1,3,3,1,3,1,1,7,-0.7566360521456605,-0.7775168751581633,-0.46253034818942657
e4_hh22_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,33,2,7,1,1,8,1,1,6,1,1,7,0.4395099983503967,-0.32879207385740716,0.8654701023398661
e3_hh22_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H1_control,NA,NA,NA,NA,NA,27,2,8,2,4,5,1,1,5,1,1,1,3.042267265062681,-0.6069008842106673,0.7342664926379137
e4_hh18_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H2_call,H2Q_question,1,NA,1,FALSE,66,2,0,2,1,8,1,1,6,1,1,4,-0.1743947379322869,-0.32879207385740716,-0.46253034818942657
e2_hh19_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H1_control,NA,NA,NA,NA,NA,29,1,0,2,4,4,5,0,4,1,1,1,-0.9540110023803645,-0.8850096945639274,-0.46253034818942657
e1_hh1_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,20,4,10,2,1,9,9,0,8,1,1,2,0.22035516253712123,0.03462473196960093,0.8654701023398661
e1_hh12_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3G_generic,0,FALSE,1,FALSE,18,3,10,1,1,7,1,0,NA,NA,NA,NA,NA,NA,NA
e2_hh6_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,26,2,7,1,4,5,5,0,5,4,1,4,1.041411982261126,-0.36276535438375496,0.7342664926379137
e2_hh17_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,26,3,0,2,2,2,1,1,2,4,1,5,1.0708497851650989,-0.6186893408049989,-0.46253034818942657
e2_hh23_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3G_generic,1,FALSE,1,FALSE,30,2,16,2,1,6,7,1,6,2,1,4,-0.32267121556566236,-0.24741356391510302,-0.46253034818942657
e4_hh8_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H2_call,H2C_control,0,NA,NA,NA,21,2,12,1,1,1,3,1,1,4,1,7,-1.6398815599564593,-0.896798151158259,-0.46253034818942657
e1_hh3_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,TRUE,NA,NA,22,3,12,2,1,6,5,0,6,1,1,1,0.6248821962131466,-0.32879207385740716,-0.46253034818942657
e2_hh22_ps-97055-ghss-ouch,PK-97,PS-97055-GHSS Ouch,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,30,3,10,2,4,8,1,1,6,1,1,1,1.0708497851650989,-0.32879207385740716,0.7342664926379137
e4_hh12_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H2_call,H2C_control,1,NA,NA,NA,26,4,14,2,1,7,1,1,7,1,1,1,-1.2102615584230145,-0.2434840783836592,-0.46253034818942657
e3_hh18_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H1_control,NA,NA,NA,NA,NA,36,1,10,2,3,7,10,1,7,1,1,2,-0.9714460529123831,-0.2434840783836592,0.7342664926379137
e1_hh19_ps-97026-gps-nagram,PK-97,PS-97026- GPS Nagram,2,H1_control,NA,NA,NA,NA,NA,44,2,8,2,1,10,10,1,7,1,1,2,0.3086685712490398,-0.2434840783836592,0.8654701023398661
e3_hh1_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3G_generic,0,FALSE,1,FALSE,33,5,18,4,1,10,10,1,7,1,1,2,2.3640546248119874,-0.2434840783836592,-0.46253034818942657
e4_hh1_ps-97058-gps-warsak,PK-97,PS-97058- GPS Warsak,2,H3_call_qs,H3C_control,0,FALSE,NA,NA,40,2,0,1,4,5,2,1,5,2,1,7,-0.1024289166388758,-0.5255223742683632,-0.46253034818942657
e1_hh25_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H2_call,H2Q_question,0,NA,1,FALSE,26,1,10,2,1,9,1,1,8,1,1,7,-0.48295044557099215,0.03462473196960093,0.8654701023398661
e4_hh15_ps-97031-ghs-khadagzai,PK-97,PS-97031- GHS Khadagzai,2,H1_control,NA,NA,NA,NA,NA,48,2,0,1,4,4,1,1,4,1,1,1,0.540913622547781,-0.8850096945639274,-0.46253034818942657
e3_hh30_ps-97059-gps-babam-shah,PK-97,PS-97059-GPS Babam Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,33,3,10,1,1,10,10,1,7,1,1,3,2.047840999847881,-0.2434840783836592,-0.46253034818942657
e4_hh26_ps-97073-gps-avei-shah,PK-97,PS-97073-GPS Avei Shah,2,H3_call_qs,H3C_control,1,FALSE,NA,NA,25,2,14,2,2,3,1,1,3,1,1,1,-0.6803253958056963,-0.7775168751581633,0.7342664926379137
